round_number,rank,player_name,team_name,matches_all,matches_played,percentage_played,matches_won,matches_lost,matches_won_percent
5,,Player 088,Team 007,20,4,20.0,0,4,0.0
5,,Player 065,Team 007,20,3,15.0,0,3,0.0
5,,Player 094,Team 006,20,2,10.0,0,2,0.0
5,,Player 099,Team 002,20,1,5.0,0,1,0.0
6,1,Player 007,Team 001,24,16,66.67,16,0,100.0
6,2,Player 069,Team 001,24,12,50.0,12,0,100.0
6,3,Player 006,Team 005,24,24,100.0,23,1,95.84
6,4,Player 014,Team 007,24,23,95.84,22,1,95.66
6,5,Player 067,Team 003,24,20,83.34,19,1,95.0
6,6,Player 013,Team 001,24,16,66.67,15,1,93.75
6,7,Player 026,Team 007,24,18,75.0,16,2,88.89
6,8,Player 031,Team 014,24,16,66.67,14,2,87.5
6,8,Player 072,Team 011,24,16,66.67,14,2,87.5
6,9,Player 002,Team 002,24,20,83.34,17,3,85.0
6,10,Player 001,Team 001,24,12,50.0,10,2,83.34
6,10,Player 071,Team 014,24,12,50.0,10,2,83.34
6,11,Player 076,Team 001,24,16,66.67,13,3,81.25
6,11,Player 021,Team 011,24,16,66.67,13,3,81.25
6,12,Player 020,Team 010,24,20,83.34,16,4,80.0
6,13,Player 009,Team 004,24,24,100.0,19,5,79.17
6,14,Player 037,Team 008,24,24,100.0,18,6,75.0
6,15,Player 022,Team 011,24,20,83.34,15,5,75.0
6,15,Player 008,Team 003,24,20,83.34,15,5,75.0
6,16,Player 024,Team 010,24,12,50.0,9,3,75.0
6,17,Player 004,Team 004,24,24,100.0,18,6,75.0
6,17,Player 012,Team 005,24,24,100.0,18,6,75.0
6,18,Player 016,Team 008,24,24,100.0,17,7,70.84
6,19,Player 025,Team 012,24,20,83.34,14,6,70.0
6,20,Player 011,,24,16,66.67,11,5,68.75
6,21,Player 039,Team 012,24,24,100.0,16,8,66.67
6,22,Player 084,Team 014,24,12,50.0,8,4,66.67
6,22,Player 036,Team 008,24,12,50.0,8,4,66.67
6,23,Player 010,Team 006,24,24,100.0,16,8,66.67
6,24,Player 028,Team 012,24,20,83.34,13,7,65.0
6,24,Player 034,Team 007,24,20,83.34,13,7,65.0
6,25,Player 023,Team 011,24,16,66.67,10,6,62.5
6,25,Player 068,Team 009,24,16,66.67,10,6,62.5
6,26,Player 075,Team 004,24,16,66.67,10,6,62.5
6,27,Player 042,Team 014,24,12,50.0,7,5,58.34
6,27,Player 044,Team 014,24,12,50.0,7,5,58.34
6,27,Player 082,Team 011,24,12,50.0,7,5,58.34
6,28,Player 029,Team 013,24,16,66.67,9,7,56.25
6,29,Player 046,Team 015,24,24,100.0,12,12,50.0
6,30,Player 003,Team 003,24,20,83.34,10,10,50.0
6,30,Player 048,Team 015,24,20,83.34,10,10,50.0
6,31,Player 033,Team 011,24,12,50.0,6,6,50.0
6,31,Player 077,Team 008,24,12,50.0,6,6,50.0
6,31,Player 089,Team 010,24,12,50.0,6,6,50.0
6,32,Player 017,Team 004,24,20,83.34,10,10,50.0
6,33,Player 047,Team 015,24,24,100.0,11,13,45.84
6,34,Player 005,Team 003,24,20,83.34,9,11,45.0
6,35,Player 018,Team 004,24,12,50.0,5,7,41.67
6,35,Player 102,Team 006,24,12,50.0,5,7,41.67
6,36,Player 032,Team 006,24,20,83.34,8,12,40.0
6,37,Player 083,Team 012,24,20,83.34,8,12,40.0
6,38,Player 073,Team 006,24,17,70.84,6,11,35.3
6,39,Player 052,Team 013,24,20,83.34,7,13,35.0
6,40,Player 064,Team 010,24,22,91.67,7,15,31.82
6,41,Player 038,Team 005,24,18,75.0,5,13,27.78
6,42,Player 063,Team 010,24,22,91.67,6,16,27.28
6,43,Player 056,Team 015,24,24,100.0,6,18,25.0
6,44,Player 080,Team 009,24,12,50.0,3,9,25.0
6,44,Player 045,Team 009,24,12,50.0,3,9,25.0
6,45,Player 049,Team 007,24,12,50.0,3,9,25.0
6,46,Player 041,Team 002,24,14,58.34,3,11,21.43
6,47,Player 059,Team 016,24,18,75.0,3,15,16.67
6,48,Player 074,Team 002,24,12,50.0,2,10,16.67
6,49,Player 078,Team 002,24,16,66.67,2,14,12.5
6,50,Player 053,Team 002,24,20,83.34,2,18,10.0
6,50,Player 085,Team 016,24,20,83.34,2,18,10.0
6,51,Player 079,Team 009,24,12,50.0,1,11,8.34
6,52,Player 057,Team 016,24,14,58.34,1,13,7.15
6,53,Player 051,Team 013,24,16,66.67,1,15,6.25
6,53,Player 087,Team 016,24,16,66.67,1,15,6.25
6,54,Player 054,Team 002,24,12,50.0,0,12,0.0
6,54,Player 061,Team 005,24,12,50.0,0,12,0.0
6,54,Player 086,Team 016,24,12,50.0,0,12,0.0
6,54,Player 058,Team 009,24,12,50.0,0,12,0.0
6,,Player 066,Team 013,24,8,33.34,8,0,100.0
6,,Player 100,Team 001,24,8,33.34,8,0,100.0
6,,Player 090,Team 005,24,2,8.34,2,0,100.0
6,,Player 015,Team 006,24,2,8.34,2,0,100.0
6,,Player 108,Team 008,24,1,4.17,1,0,100.0
6,,Player 019,Team 009,24,8,33.34,7,1,87.5
6,,Player 070,Team 014,24,8,33.34,6,2,75.0
6,,Player 095,Team 014,24,8,33.34,6,2,75.0
6,,Player 096,Team 014,24,8,33.34,6,2,75.0
6,,Player 101,Team 001,24,4,16.67,3,1,75.0
6,,Player 027,Team 009,24,8,33.34,5,3,62.5
6,,Player 109,Team 012,24,4,16.67,2,2,50.0
6,,Player 092,Team 008,24,4,16.67,2,2,50.0
6,,Player 035,Team 008,24,11,45.84,5,6,45.46
6,,Player 093,Team 007,24,8,33.34,3,5,37.5
6,,Player 043,Team 014,24,8,33.34,2,6,25.0
6,,Player 029,Team 009,24,8,33.34,2,6,25.0
6,,Player 106,Team 013,24,4,16.67,1,3,25.0
6,,Player 040,Team 005,24,4,16.67,1,3,25.0
6,,Player 107,Team 001,24,4,16.67,1,3,25.0
6,,Player 030,Team 006,24,10,41.67,2,8,20.0
6,,Player 091,Team 005,24,6,25.0,1,5,16.67
6,,Player 060,Team 008,24,8,33.34,1,7,12.5
6,,Player 105,Team 016,24,8,33.34,1,7,12.5
6,,Player 081,Team 009,24,8,33.34,1,7,12.5
6,,Player 050,Team 001,24,8,33.34,1,7,12.5
6,,Player 103,Team 010,24,8,33.34,0,8,0.0
6,,Player 088,Team 007,24,6,25.0,0,6,0.0
6,,Player 098,Team 007,24,6,25.0,0,6,0.0
6,,Player 062,Team 006,24,5,20.84,0,5,0.0
6,,Player 055,Team 016,24,4,16.67,0,4,0.0
6,,Player 104,Team 005,24,4,16.67,0,4,0.0
6,,Player 097,Team 006,24,4,16.67,0,4,0.0
6,,Player 065,Team 007,24,3,12.5,0,3,0.0
6,,Player 099,Team 002,24,2,8.34,0,2,0.0
6,,Player 110,Team 005,24,2,8.34,0,2,0.0
6,,Player 094,Team 006,24,2,8.34,0,2,0.0
7,1,Player 007,Team 001,28,16,57.15,16,0,100.0
7,2,Player 006,Team 005,28,28,100.0,27,1,96.43
7,3,Player 013,Team 001,28,16,57.15,15,1,93.75
7,4,Player 014,Team 007,28,27,96.43,25,2,92.6
7,5,Player 067,Team 003,28,24,85.72,22,2,91.67
7,6,Player 072,Team 011,28,20,71.43,18,2,90.0
7,7,Player 002,Team 002,28,24,85.72,21,3,87.5
7,8,Player 031,Team 014,28,20,71.43,17,3,85.0
7,9,Player 020,Team 010,28,24,85.72,20,4,83.34
7,10,Player 026,Team 007,28,22,78.58,18,4,81.82
7,11,Player 024,Team 010,28,16,57.15,13,3,81.25
7,12,Player 076,Team 001,28,20,71.43,16,4,80.0
7,13,Player 009,Team 004,28,28,100.0,22,6,78.58
7,14,Player 004,Team 004,28,24,85.72,18,6,75.0
7,15,Player 037,Team 008,28,28,100.0,20,8,71.43
7,16,Player 016,Team 008,28,28,100.0,20,8,71.43
7,16,Player 012,Team 005,28,28,100.0,20,8,71.43
7,17,Player 022,Team 011,28,24,85.72,17,7,70.84
7,17,Player 008,Team 003,28,24,85.72,17,7,70.84
7,17,Player 025,Team 012,28,24,85.72,17,7,70.84
7,18,Player 021,Team 011,28,20,71.43,14,6,70.0
7,18,Player 068,Team 009,28,20,71.43,14,6,70.0
7,19,Player 010,Team 006,28,28,100.0,19,9,67.86
7,20,Player 028,Team 012,28,24,85.72,16,8,66.67
7,21,Player 029,Team 013,28,20,71.43,13,7,65.0
7,22,Player 039,Team 012,28,28,100.0,18,10,64.29
7,23,Player 034,Team 007,28,24,85.72,15,9,62.5
7,24,Player 077,Team 008,28,16,57.15,10,6,62.5
7,25,Player 011,,28,20,71.43,12,8,60.0
7,26,Player 017,Team 004,28,24,85.72,14,10,58.34
7,27,Player 044,Team 014,28,16,57.15,9,7,56.25
7,28,Player 023,Team 011,28,20,71.43,11,9,55.0
7,29,Player 075,Team 004,28,20,71.43,11,9,55.0
7,30,Player 046,Team 015,28,28,100.0,14,14,50.0
7,31,Player 084,Team 014,28,16,57.15,8,8,50.0
7,32,Player 047,Team 015,28,28,100.0,13,15,46.43
7,33,Player 032,Team 006,28,24,85.72,11,13,45.84
7,34,Player 048,Team 015,28,24,85.72,11,13,45.84
7,35,Player 005,Team 003,28,20,71.43,9,11,45.0
7,36,Player 102,Team 006,28,16,57.15,7,9,43.75
7,37,Player 083,Team 012,28,23,82.15,10,13,43.48
7,38,Player 073,Team 006,28,21,75.0,9,12,42.86
7,39,Player 003,Team 003,28,24,85.72,10,14,41.67
7,40,Player 035,Team 008,28,15,53.58,6,9,40.0
7,41,Player 018,Team 004,28,16,57.15,6,10,37.5
7,42,Player 052,Team 013,28,24,85.72,8,16,33.34
7,43,Player 038,Team 005,28,18,64.29,5,13,27.78
7,44,Player 063,Team 010,28,22,78.58,6,16,27.28
7,45,Player 064,Team 010,28,26,92.86,7,19,26.93
7,46,Player 056,Team 015,28,24,85.72,6,18,25.0
7,47,Player 049,Team 007,28,14,50.0,3,11,21.43
7,47,Player 041,Team 002,28,14,50.0,3,11,21.43
7,48,Player 074,Team 002,28,16,57.15,3,13,18.75
7,48,Player 045,Team 009,28,16,57.15,3,13,18.75
7,49,Player 057,Team 016,28,18,64.29,3,15,16.67
7,49,Player 059,Team 016,28,18,64.29,3,15,16.67
7,50,Player 087,Team 016,28,20,71.43,3,17,15.0
7,51,Player 085,Team 016,28,24,85.72,3,21,12.5
7,52,Player 078,Team 002,28,16,57.15,2,14,12.5
7,52,Player 079,Team 009,28,16,57.15,2,14,12.5
7,53,Player 053,Team 002,28,24,85.72,2,22,8.34
7,54,Player 086,Team 016,28,16,57.15,1,15,6.25
7,55,Player 051,Team 013,28,20,71.43,1,19,5.0
7,,Player 069,Team 001,28,12,42.86,12,0,100.0
7,,Player 066,Team 013,28,8,28.58,8,0,100.0
7,,Player 100,Team 001,28,8,28.58,8,0,100.0
7,,Player 090,Team 005,28,2,7.15,2,0,100.0
7,,Player 015,Team 006,28,2,7.15,2,0,100.0
7,,Player 108,Team 008,28,1,3.58,1,0,100.0
7,,Player 001,Team 001,28,12,42.86,10,2,83.34
7,,Player 071,Team 014,28,12,42.86,10,2,83.34
7,,Player 019,Team 009,28,10,35.72,8,2,80.0
7,,Player 095,Team 014,28,12,42.86,9,3,75.0
7,,Player 101,Team 001,28,8,28.58,6,2,75.0
7,,Player 070,Team 014,28,8,28.58,6,2,75.0
7,,Player 096,Team 014,28,8,28.58,6,2,75.0
7,,Player 111,Team 015,28,4,14.29,3,1,75.0
7,,Player 036,Team 008,28,12,42.86,8,4,66.67
7,,Player 042,Team 014,28,12,42.86,7,5,58.34
7,,Player 082,Team 011,28,12,42.86,7,5,58.34
7,,Player 033,Team 011,28,12,42.86,6,6,50.0
7,,Player 089,Team 010,28,12,42.86,6,6,50.0
7,,Player 027,Team 009,28,10,35.72,5,5,50.0
7,,Player 092,Team 008,28,4,14.29,2,2,50.0
7,,Player 109,Team 012,28,5,17.86,2,3,40.0
7,,Player 093,Team 007,28,8,28.58,3,5,37.5
7,,Player 040,Team 005,28,8,28.58,3,5,37.5
7,,Player 107,Team 001,28,8,28.58,3,5,37.5
7,,Player 050,Team 001,28,12,42.86,4,8,33.34
7,,Player 080,Team 009,28,12,42.86,3,9,25.0
7,,Player 043,Team 014,28,8,28.58,2,6,25.0
7,,Player 029,Team 009,28,8,28.58,2,6,25.0
7,,Player 106,Team 013,28,4,14.29,1,3,25.0
7,,Player 030,Team 006,28,10,35.72,2,8,20.0
7,,Player 103,Team 010,28,12,42.86,2,10,16.67
7,,Player 060,Team 008,28,8,28.58,1,7,12.5
7,,Player 105,Team 016,28,8,28.58,1,7,12.5
7,,Player 081,Team 009,28,8,28.58,1,7,12.5
7,,Player 091,Team 005,28,10,35.72,1,9,10.0
7,,Player 054,Team 002,28,12,42.86,0,12,0.0
7,,Player 061,Team 005,28,12,42.86,0,12,0.0
7,,Player 058,Team 009,28,12,42.86,0,12,0.0
7,,Player 088,Team 007,28,8,28.58,0,8,0.0
7,,Player 099,Team 002,28,6,21.43,0,6,0.0
7,,Player 098,Team 007,28,6,21.43,0,6,0.0
7,,Player 062,Team 006,28,5,17.86,0,5,0.0
7,,Player 055,Team 016,28,4,14.29,0,4,0.0
7,,Player 104,Team 005,28,4,14.29,0,4,0.0
7,,Player 097,Team 006,28,4,14.29,0,4,0.0
7,,Player 065,Team 007,28,3,10.72,0,3,0.0
7,,Player 110,Team 005,28,2,7.15,0,2,0.0
7,,Player 094,Team 006,28,2,7.15,0,2,0.0
8,1,Player 007,Team 001,32,20,62.5,20,0,100.0
8,2,Player 006,Team 005,32,32,100.0,31,1,96.88
8,3,Player 013,Team 001,32,16,50.0,15,1,93.75
8,4,Player 014,Team 007,32,31,96.88,29,2,93.55
8,5,Player 002,Team 002,32,26,81.25,23,3,88.47
8,6,Player 072,Team 011,32,24,75.0,21,3,87.5
8,7,Player 067,Team 003,32,28,87.5,24,4,85.72
8,8,Player 031,Team 014,32,24,75.0,20,4,83.34
8,8,Player 020,Team 010,32,24,75.0,20,4,83.34
8,9,Player 024,Team 010,32,16,50.0,13,3,81.25
8,10,Player 026,Team 007,32,26,81.25,21,5,80.77
8,11,Player 076,Team 001,32,24,75.0,19,5,79.17
8,12,Player 004,Team 004,32,28,87.5,22,6,78.58
8,13,Player 012,Team 005,32,32,100.0,24,8,75.0
8,14,Player 021,Team 011,32,24,75.0,18,6,75.0
8,15,Player 001,Team 001,32,16,50.0,12,4,75.0
8,15,Player 071,Team 014,32,16,50.0,12,4,75.0
8,16,Player 009,Team 004,32,32,100.0,23,9,71.88
8,16,Player 010,Team 006,32,32,100.0,23,9,71.88
8,17,Player 016,Team 008,32,28,87.5,20,8,71.43
8,17,Player 028,Team 012,32,28,87.5,20,8,71.43
8,18,Player 037,Team 008,32,28,87.5,20,8,71.43
8,19,Player 022,Team 011,32,24,75.0,17,7,70.84
8,19,Player 025,Team 012,32,24,75.0,17,7,70.84
8,20,Player 068,Team 009,32,20,62.5,14,6,70.0
8,21,Player 039,Team 012,32,32,100.0,21,11,65.63
8,22,Player 008,Team 003,32,28,87.5,18,10,64.29
8,23,Player 017,Team 004,32,28,87.5,18,10,64.29
8,24,Player 029,Team 013,32,24,75.0,15,9,62.5
8,24,Player 034,Team 007,32,24,75.0,15,9,62.5
8,25,Player 077,Team 008,32,16,50.0,10,6,62.5
8,26,Player 023,Team 011,32,24,75.0,14,10,58.34
8,27,Player 042,Team 014,32,16,50.0,9,7,56.25
8,27,Player 089,Team 010,32,16,50.0,9,7,56.25
8,28,Player 033,Team 011,32,16,50.0,9,7,56.25
8,29,Player 044,Team 014,32,20,62.5,11,9,55.0
8,29,Player 102,Team 006,32,20,62.5,11,9,55.0
8,29,Player 075,Team 004,32,20,62.5,11,9,55.0
8,30,Player 035,Team 008,32,19,59.38,10,9,52.64
8,31,Player 083,Team 012,32,27,84.38,14,13,51.86
8,32,Player 046,Team 015,32,32,100.0,16,16,50.0
8,33,Player 011,,32,24,75.0,12,12,50.0
8,34,Player 084,Team 014,32,16,50.0,8,8,50.0
8,35,Player 032,Team 006,32,28,87.5,14,14,50.0
8,36,Player 073,Team 006,32,23,71.88,11,12,47.83
8,37,Player 047,Team 015,32,28,87.5,13,15,46.43
8,38,Player 018,Team 004,32,20,62.5,9,11,45.0
8,39,Player 003,Team 003,32,24,75.0,10,14,41.67
8,40,Player 048,Team 015,32,28,87.5,11,17,39.29
8,41,Player 005,Team 003,32,24,75.0,9,15,37.5
8,42,Player 052,Team 013,32,24,75.0,8,16,33.34
8,43,Player 038,Team 005,32,18,56.25,5,13,27.78
8,44,Player 064,Team 010,32,26,81.25,7,19,26.93
8,45,Player 056,Team 015,32,28,87.5,7,21,25.0
8,46,Player 063,Team 010,32,26,81.25,6,20,23.08
8,47,Player 059,Team 016,32,22,68.75,5,17,22.73
8,48,Player 041,Team 002,32,18,56.25,4,14,22.23
8,49,Player 045,Team 009,32,20,62.5,4,16,20.0
8,50,Player 074,Team 002,32,16,50.0,3,13,18.75
8,51,Player 049,Team 007,32,18,56.25,3,15,16.67
8,52,Player 087,Team 016,32,20,62.5,3,17,15.0
8,53,Player 057,Team 016,32,22,68.75,3,19,13.64
8,54,Player 085,Team 016,32,24,75.0,3,21,12.5
8,55,Player 078,Team 002,32,20,62.5,2,18,10.0
8,55,Player 079,Team 009,32,20,62.5,2,18,10.0
8,56,Player 053,Team 002,32,24,75.0,2,22,8.34
8,57,Player 086,Team 016,32,20,62.5,1,19,5.0
8,58,Player 051,Team 013,32,24,75.0,1,23,4.17
8,59,Player 054,Team 002,32,16,50.0,0,16,0.0
8,,Player 069,Team 001,32,12,37.5,12,0,100.0
8,,Player 100,Team 001,32,12,37.5,12,0,100.0
8,,Player 066,Team 013,32,8,25.0,8,0,100.0
8,,Player 015,Team 006,32,2,6.25,2,0,100.0
8,,Player 019,Team 009,32,10,31.25,8,2,80.0
8,,Player 095,Team 014,32,12,37.5,9,3,75.0
8,,Player 101,Team 001,32,8,25.0,6,2,75.0
8,,Player 070,Team 014,32,8,25.0,6,2,75.0
8,,Player 096,Team 014,32,8,25.0,6,2,75.0
8,,Player 111,Team 015,32,4,12.5,3,1,75.0
8,,Player 036,Team 008,32,14,43.75,10,4,71.43
8,,Player 090,Team 005,32,6,18.75,4,2,66.67
8,,Player 108,Team 008,32,3,9.38,2,1,66.67
8,,Player 092,Team 008,32,8,25.0,5,3,62.5
8,,Player 082,Team 011,32,12,37.5,7,5,58.34
8,,Player 040,Team 005,32,12,37.5,6,6,50.0
8,,Player 027,Team 009,32,10,31.25,5,5,50.0
8,,Player 109,Team 012,32,9,28.13,4,5,44.45
8,,Player 060,Team 008,32,12,37.5,5,7,41.67
8,,Player 107,Team 001,32,8,25.0,3,5,37.5
8,,Player 050,Team 001,32,12,37.5,4,8,33.34
8,,Player 093,Team 007,32,12,37.5,3,9,25.0
8,,Player 080,Team 009,32,12,37.5,3,9,25.0
8,,Player 029,Team 009,32,12,37.5,3,9,25.0
8,,Player 043,Team 014,32,8,25.0,2,6,25.0
8,,Player 106,Team 013,32,8,25.0,2,6,25.0
8,,Player 112,Team 015,32,4,12.5,1,3,25.0
8,,Player 030,Team 006,32,12,37.5,2,10,16.67
8,,Player 081,Team 009,32,12,37.5,2,10,16.67
8,,Player 103,Team 010,32,12,37.5,2,10,16.67
8,,Player 091,Team 005,32,10,31.25,1,9,10.0
8,,Player 105,Team 016,32,12,37.5,1,11,8.34
8,,Player 061,Team 005,32,12,37.5,0,12,0.0
8,,Player 058,Team 009,32,12,37.5,0,12,0.0
8,,Player 099,Team 002,32,8,25.0,0,8,0.0
8,,Player 088,Team 007,32,8,25.0,0,8,0.0
8,,Player 098,Team 007,32,6,18.75,0,6,0.0
8,,Player 062,Team 006,32,5,15.63,0,5,0.0
8,,Player 113,Team 013,32,4,12.5,0,4,0.0
8,,Player 055,Team 016,32,4,12.5,0,4,0.0
8,,Player 114,Team 010,32,4,12.5,0,4,0.0
8,,Player 115,Team 010,32,4,12.5,0,4,0.0
8,,Player 104,Team 005,32,4,12.5,0,4,0.0
8,,Player 097,Team 006,32,4,12.5,0,4,0.0
8,,Player 065,Team 007,32,3,9.38,0,3,0.0
8,,Player 110,Team 005,32,2,6.25,0,2,0.0
8,,Player 094,Team 006,32,2,6.25,0,2,0.0
9,1,Player 007,Team 001,36,20,55.56,20,0,100.0
9,2,Player 006,Team 005,36,36,100.0,35,1,97.23
9,3,Player 014,Team 007,36,31,86.12,29,2,93.55
9,4,Player 002,Team 002,36,26,72.23,23,3,88.47
9,5,Player 072,Team 011,36,28,77.78,24,4,85.72
9,6,Player 067,Team 003,36,32,88.89,27,5,84.38
9,7,Player 031,Team 014,36,24,66.67,20,4,83.34
9,8,Player 001,Team 001,36,20,55.56,16,4,80.0
9,8,Player 024,Team 010,36,20,55.56,16,4,80.0
9,9,Player 026,Team 007,36,30,83.34,24,6,80.0
9,10,Player 076,Team 001,36,24,66.67,19,5,79.17
9,11,Player 004,Team 004,36,32,88.89,25,7,78.13
9,12,Player 010,Team 006,36,36,100.0,27,9,75.0
9,13,Player 021,Team 011,36,28,77.78,21,7,75.0
9,14,Player 012,Team 005,36,36,100.0,27,9,75.0
9,15,Player 028,Team 012,36,32,88.89,24,8,75.0
9,16,Player 020,Team 010,36,28,77.78,21,7,75.0
9,17,Player 037,Team 008,36,32,88.89,23,9,71.88
9,17,Player 009,Team 004,36,32,88.89,23,9,71.88
9,18,Player 068,Team 009,36,24,66.67,17,7,70.84
9,19,Player 016,Team 008,36,32,88.89,22,10,68.75
9,20,Player 022,Team 011,36,28,77.78,19,9,67.86
9,21,Player 039,Team 012,36,36,100.0,24,12,66.67
9,22,Player 025,Team 012,36,28,77.78,18,10,64.29
9,22,Player 034,Team 007,36,28,77.78,18,10,64.29
9,23,Player 029,Team 013,36,24,66.67,15,9,62.5
9,24,Player 008,Team 003,36,32,88.89,20,12,62.5
9,25,Player 017,Team 004,36,32,88.89,20,12,62.5
9,26,Player 102,Team 006,36,24,66.67,15,9,62.5
9,27,Player 036,Team 008,36,18,50.0,11,7,61.12
9,28,Player 032,Team 006,36,32,88.89,18,14,56.25
9,29,Player 046,Team 015,36,36,100.0,20,16,55.56
9,30,Player 044,Team 014,36,20,55.56,11,9,55.0
9,30,Player 077,Team 008,36,20,55.56,11,9,55.0
9,31,Player 023,Team 011,36,28,77.78,15,13,53.58
9,32,Player 047,Team 015,36,32,88.89,17,15,53.13
9,33,Player 035,Team 008,36,19,52.78,10,9,52.64
9,34,Player 083,Team 012,36,27,75.0,14,13,51.86
9,35,Player 073,Team 006,36,25,69.45,12,13,48.0
9,36,Player 018,Team 004,36,24,66.67,11,13,45.84
9,36,Player 075,Team 004,36,24,66.67,11,13,45.84
9,37,Player 084,Team 014,36,20,55.56,9,11,45.0
9,38,Player 011,,36,28,77.78,12,16,42.86
9,39,Player 003,Team 003,36,24,66.67,10,14,41.67
9,40,Player 005,Team 003,36,28,77.78,11,17,39.29
9,40,Player 048,Team 015,36,28,77.78,11,17,39.29
9,41,Player 038,Team 005,36,22,61.12,8,14,36.37
9,42,Player 056,Team 015,36,32,88.89,11,21,34.38
9,43,Player 052,Team 013,36,24,66.67,8,16,33.34
9,44,Player 064,Team 010,36,28,77.78,7,21,25.0
9,45,Player 049,Team 007,36,22,61.12,5,17,22.73
9,45,Player 041,Team 002,36,22,61.12,5,17,22.73
9,45,Player 059,Team 016,36,22,61.12,5,17,22.73
9,46,Player 045,Team 009,36,20,55.56,4,16,20.0
9,47,Player 063,Team 010,36,30,83.34,6,24,20.0
9,48,Player 074,Team 002,36,20,55.56,3,17,15.0
9,49,Player 057,Team 016,36,22,61.12,3,19,13.64
9,50,Player 079,Team 009,36,24,66.67,3,21,12.5
9,50,Player 087,Team 016,36,24,66.67,3,21,12.5
9,51,Player 085,Team 016,36,28,77.78,3,25,10.72
9,52,Player 053,Team 002,36,24,66.67,2,22,8.34
9,52,Player 078,Team 002,36,24,66.67,2,22,8.34
9,53,Player 054,Team 002,36,20,55.56,1,19,5.0
9,53,Player 086,Team 016,36,20,55.56,1,19,5.0
9,54,Player 051,Team 013,36,24,66.67,1,23,4.17
9,,Player 100,Team 001,36,16,44.45,16,0,100.0
9,,Player 069,Team 001,36,12,33.34,12,0,100.0
9,,Player 066,Team 013,36,8,22.23,8,0,100.0
9,,Player 116,Team 007,36,4,11.12,4,0,100.0
9,,Player 015,Team 006,36,2,5.56,2,0,100.0
9,,Player 013,Team 001,36,16,44.45,15,1,93.75
9,,Player 101,Team 001,36,12,33.34,10,2,83.34
9,,Player 095,Team 014,36,16,44.45,13,3,81.25
9,,Player 019,Team 009,36,10,27.78,8,2,80.0
9,,Player 071,Team 014,36,16,44.45,12,4,75.0
9,,Player 070,Team 014,36,12,33.34,9,3,75.0
9,,Player 096,Team 014,36,8,22.23,6,2,75.0
9,,Player 111,Team 015,36,4,11.12,3,1,75.0
9,,Player 090,Team 005,36,6,16.67,4,2,66.67
9,,Player 108,Team 008,36,3,8.34,2,1,66.67
9,,Player 112,Team 015,36,8,22.23,5,3,62.5
9,,Player 092,Team 008,36,8,22.23,5,3,62.5
9,,Player 082,Team 011,36,12,33.34,7,5,58.34
9,,Player 042,Team 014,36,16,44.45,9,7,56.25
9,,Player 033,Team 011,36,16,44.45,9,7,56.25
9,,Player 089,Team 010,36,16,44.45,9,7,56.25
9,,Player 050,Team 001,36,16,44.45,8,8,50.0
9,,Player 040,Team 005,36,14,38.89,7,7,50.0
9,,Player 027,Team 009,36,10,27.78,5,5,50.0
9,,Player 060,Team 008,36,12,33.34,5,7,41.67
9,,Player 109,Team 012,36,13,36.12,5,8,38.47
9,,Player 107,Team 001,36,8,22.23,3,5,37.5
9,,Player 093,Team 007,36,12,33.34,3,9,25.0
9,,Player 043,Team 014,36,12,33.34,3,9,25.0
9,,Player 080,Team 009,36,12,33.34,3,9,25.0
9,,Player 106,Team 013,36,8,22.23,2,6,25.0
9,,Player 094,Team 006,36,4,11.12,1,3,25.0
9,,Player 029,Team 009,36,16,44.45,3,13,18.75
9,,Player 030,Team 006,36,12,33.34,2,10,16.67
9,,Player 081,Team 009,36,12,33.34,2,10,16.67
9,,Player 103,Team 010,36,14,38.89,2,12,14.29
9,,Player 091,Team 005,36,10,27.78,1,9,10.0
9,,Player 105,Team 016,36,16,44.45,1,15,6.25
9,,Player 058,Team 009,36,16,44.45,1,15,6.25
9,,Player 061,Team 005,36,12,33.34,0,12,0.0
9,,Player 099,Team 002,36,8,22.23,0,8,0.0
9,,Player 055,Team 016,36,8,22.23,0,8,0.0
9,,Player 088,Team 007,36,8,22.23,0,8,0.0
9,,Player 104,Team 005,36,6,16.67,0,6,0.0
9,,Player 098,Team 007,36,6,16.67,0,6,0.0
9,,Player 062,Team 006,36,5,13.89,0,5,0.0
9,,Player 113,Team 013,36,4,11.12,0,4,0.0
9,,Player 114,Team 010,36,4,11.12,0,4,0.0
9,,Player 115,Team 010,36,4,11.12,0,4,0.0
9,,Player 097,Team 006,36,4,11.12,0,4,0.0
9,,Player 065,Team 007,36,3,8.34,0,3,0.0
9,,Player 110,Team 005,36,2,5.56,0,2,0.0
10,1,Player 007,Team 001,40,24,60.0,24,0,100.0
10,2,Player 100,Team 001,40,20,50.0,20,0,100.0
10,3,Player 006,Team 005,40,40,100.0,39,1,97.5
10,4,Player 013,Team 001,40,20,50.0,19,1,95.0
10,5,Player 014,Team 007,40,35,87.5,32,3,91.43
10,6,Player 067,Team 003,40,36,90.0,30,6,83.34
10,7,Player 002,Team 002,40,30,75.0,25,5,83.34
10,8,Player 031,Team 014,40,28,70.0,23,5,82.15
10,9,Player 004,Team 004,40,36,90.0,29,7,80.56
10,10,Player 001,Team 001,40,20,50.0,16,4,80.0
10,10,Player 071,Team 014,40,20,50.0,16,4,80.0
