round_number,round_match_number,player_name,team_name,opponent_player,opponent_team,player_points,opponent_points,side
5,8,Player 075,Team 004,Player 085,Team 016,3,0,Home
5,8,Player 085,Team 016,Player 075,Team 004,0,3,Away
5,8,Player 075,Team 004,Player 105,Team 016,3,1,Home
5,8,Player 105,Team 016,Player 075,Team 004,1,3,Away
5,8,Player 075,Team 004,Player 057,Team 016,3,1,Home
5,8,Player 057,Team 016,Player 075,Team 004,1,3,Away
5,8,Player 075,Team 004,Player 086,Team 016,3,1,Home
5,8,Player 086,Team 016,Player 075,Team 004,1,3,Away
5,8,Player 017,Team 004,Player 085,Team 016,3,1,Home
5,8,Player 085,Team 016,Player 017,Team 004,1,3,Away
5,8,Player 017,Team 004,Player 105,Team 016,2,3,Home
5,8,Player 105,Team 016,Player 017,Team 004,3,2,Away
5,8,Player 017,Team 004,Player 057,Team 016,3,1,Home
5,8,Player 057,Team 016,Player 017,Team 004,1,3,Away
5,8,Player 017,Team 004,Player 086,Team 016,3,1,Home
5,8,Player 086,Team 016,Player 017,Team 004,1,3,Away
5,8,Player 009,Team 004,Player 085,Team 016,3,0,Home
5,8,Player 085,Team 016,Player 009,Team 004,0,3,Away
5,8,Player 009,Team 004,Player 105,Team 016,3,0,Home
5,8,Player 105,Team 016,Player 009,Team 004,0,3,Away
5,8,Player 009,Team 004,Player 057,Team 016,3,1,Home
5,8,Player 057,Team 016,Player 009,Team 004,1,3,Away
5,8,Player 009,Team 004,Player 086,Team 016,3,0,Home
5,8,Player 086,Team 016,Player 009,Team 004,0,3,Away
6,1,Player 125,Team 003,Player 063,Team 010,3,0,Home
6,1,Player 063,Team 010,Player 125,Team 003,0,3,Away
6,1,Player 125,Team 003,Player 103,Team 010,3,1,Home
6,1,Player 103,Team 010,Player 125,Team 003,1,3,Away
6,1,Player 125,Team 003,Player 089,Team 010,3,1,Home
6,1,Player 089,Team 010,Player 125,Team 003,1,3,Away
6,1,Player 125,Team 003,Player 064,Team 010,3,0,Home
6,1,Player 064,Team 010,Player 125,Team 003,0,3,Away
6,1,Player 067,Team 003,Player 063,Team 010,3,0,Home
6,1,Player 063,Team 010,Player 067,Team 003,0,3,Away
6,1,Player 067,Team 003,Player 103,Team 010,3,0,Home
6,1,Player 103,Team 010,Player 067,Team 003,0,3,Away
6,1,Player 067,Team 003,Player 089,Team 010,3,1,Home
6,1,Player 089,Team 010,Player 067,Team 003,1,3,Away
6,1,Player 067,Team 003,Player 064,Team 010,3,0,Home
6,1,Player 064,Team 010,Player 067,Team 003,0,3,Away
6,1,Player 008,Team 003,Player 063,Team 010,3,0,Home
6,1,Player 063,Team 010,Player 008,Team 003,0,3,Away
6,1,Player 008,Team 003,Player 103,Team 010,3,0,Home
6,1,Player 103,Team 010,Player 008,Team 003,0,3,Away
6,1,Player 008,Team 003,Player 089,Team 010,1,3,Home
6,1,Player 089,Team 010,Player 008,Team 003,3,1,Away
6,1,Player 008,Team 003,Player 064,Team 010,3,0,Home
6,1,Player 064,Team 010,Player 008,Team 003,0,3,Away
6,1,Player 005,Team 003,Player 063,Team 010,3,0,Home
6,1,Player 063,Team 010,Player 005,Team 003,0,3,Away
6,1,Player 005,Team 003,Player 103,Team 010,3,0,Home
6,1,Player 103,Team 010,Player 005,Team 003,0,3,Away
6,1,Player 005,Team 003,Player 089,Team 010,1,3,Home
6,1,Player 089,Team 010,Player 005,Team 003,3,1,Away
6,1,Player 005,Team 003,Player 064,Team 010,0,3,Home
6,1,Player 064,Team 010,Player 005,Team 003,3,0,Away
6,2,Player 053,Team 002,Player 108,Team 008,0,3,Home
6,2,Player 108,Team 008,Player 053,Team 002,3,0,Away
6,2,Player 053,Team 002,Player 037,Team 008,0,3,Home
6,2,Player 037,Team 008,Player 053,Team 002,3,0,Away
6,2,Player 053,Team 002,Player 016,Team 008,1,3,Home
6,2,Player 016,Team 008,Player 053,Team 002,3,1,Away
6,2,Player 053,Team 002,Player 036,Team 008,1,3,Home
6,2,Player 036,Team 008,Player 053,Team 002,3,1,Away
6,2,Player 074,Team 002,Player 037,Team 008,0,3,Home
6,2,Player 037,Team 008,Player 074,Team 002,3,0,Away
6,2,Player 074,Team 002,Player 016,Team 008,0,3,Home
6,2,Player 016,Team 008,Player 074,Team 002,3,0,Away
6,2,Player 074,Team 002,Player 036,Team 008,0,3,Home
6,2,Player 036,Team 008,Player 074,Team 002,3,0,Away
6,2,Player 074,Team 002,Player 035,Team 008,1,3,Home
6,2,Player 035,Team 008,Player 074,Team 002,3,1,Away
6,2,Player 041,Team 002,Player 016,Team 008,0,3,Home
6,2,Player 016,Team 008,Player 041,Team 002,3,0,Away
6,2,Player 041,Team 002,Player 036,Team 008,1,3,Home
6,2,Player 036,Team 008,Player 041,Team 002,3,1,Away
6,2,Player 041,Team 002,Player 035,Team 008,3,1,Home
6,2,Player 035,Team 008,Player 041,Team 002,1,3,Away
6,2,Player 002,Team 002,Player 037,Team 008,3,1,Home
6,2,Player 037,Team 008,Player 002,Team 002,1,3,Away
6,2,Player 002,Team 002,Player 016,Team 008,3,1,Home
6,2,Player 016,Team 008,Player 002,Team 002,1,3,Away
6,2,Player 002,Team 002,Player 036,Team 008,3,2,Home
6,2,Player 036,Team 008,Player 002,Team 002,2,3,Away
6,2,Player 002,Team 002,Player 035,Team 008,3,0,Home
6,2,Player 035,Team 008,Player 002,Team 002,0,3,Away
6,2,Player 099,Team 002,Player 037,Team 008,0,3,Home
6,2,Player 037,Team 008,Player 099,Team 002,3,0,Away
6,3,Player 022,Team 011,Player 075,Team 004,3,0,Home
6,3,Player 075,Team 004,Player 022,Team 011,0,3,Away
6,3,Player 022,Team 011,Player 017,Team 004,3,1,Home
6,3,Player 017,Team 004,Player 022,Team 011,1,3,Away
6,3,Player 022,Team 011,Player 004,Team 004,3,2,Home
6,3,Player 004,Team 004,Player 022,Team 011,2,3,Away
6,3,Player 022,Team 011,Player 009,Team 004,1,3,Home
6,3,Player 009,Team 004,Player 022,Team 011,3,1,Away
6,3,Player 072,Team 011,Player 075,Team 004,3,0,Home
6,3,Player 075,Team 004,Player 072,Team 011,0,3,Away
6,3,Player 072,Team 011,Player 017,Team 004,3,2,Home
6,3,Player 017,Team 004,Player 072,Team 011,2,3,Away
6,3,Player 072,Team 011,Player 004,Team 004,3,1,Home
6,3,Player 004,Team 004,Player 072,Team 011,1,3,Away
6,3,Player 072,Team 011,Player 009,Team 004,3,2,Home
6,3,Player 009,Team 004,Player 072,Team 011,2,3,Away
6,3,Player 021,Team 011,Player 075,Team 004,3,1,Home
6,3,Player 075,Team 004,Player 021,Team 011,1,3,Away
6,3,Player 021,Team 011,Player 017,Team 004,3,2,Home
6,3,Player 017,Team 004,Player 021,Team 011,2,3,Away
6,3,Player 021,Team 011,Player 004,Team 004,0,3,Home
6,3,Player 004,Team 004,Player 021,Team 011,3,0,Away
6,3,Player 021,Team 011,Player 009,Team 004,3,0,Home
6,3,Player 009,Team 004,Player 021,Team 011,0,3,Away
6,3,Player 023,Team 011,Player 075,Team 004,3,2,Home
6,3,Player 075,Team 004,Player 023,Team 011,2,3,Away
6,3,Player 023,Team 011,Player 017,Team 004,3,1,Home
6,3,Player 017,Team 004,Player 023,Team 011,1,3,Away
6,3,Player 023,Team 011,Player 004,Team 004,0,3,Home
6,3,Player 004,Team 004,Player 023,Team 011,3,0,Away
6,3,Player 023,Team 011,Player 009,Team 004,3,0,Home
6,3,Player 009,Team 004,Player 023,Team 011,0,3,Away
6,4,Player 014,Team 007,Player 048,Team 015,3,1,Home
6,4,Player 048,Team 015,Player 014,Team 007,1,3,Away
6,4,Player 014,Team 007,Player 047,Team 015,3,0,Home
6,4,Player 047,Team 015,Player 014,Team 007,0,3,Away
6,4,Player 014,Team 007,Player 046,Team 015,3,1,Home
6,4,Player 046,Team 015,Player 014,Team 007,1,3,Away
6,4,Player 014,Team 007,Player 056,Team 015,3,0,Home
6,4,Player 056,Team 015,Player 014,Team 007,0,3,Away
6,4,Player 026,Team 007,Player 048,Team 015,3,0,Home
6,4,Player 048,Team 015,Player 026,Team 007,0,3,Away
6,4,Player 026,Team 007,Player 047,Team 015,3,0,Home
6,4,Player 047,Team 015,Player 026,Team 007,0,3,Away
6,4,Player 026,Team 007,Player 046,Team 015,3,1,Home
6,4,Player 046,Team 015,Player 026,Team 007,1,3,Away
6,4,Player 026,Team 007,Player 056,Team 015,3,1,Home
6,4,Player 056,Team 015,Player 026,Team 007,1,3,Away
6,4,Player 034,Team 007,Player 048,Team 015,3,0,Home
6,4,Player 048,Team 015,Player 034,Team 007,0,3,Away
6,4,Player 034,Team 007,Player 047,Team 015,3,1,Home
6,4,Player 047,Team 015,Player 034,Team 007,1,3,Away
6,4,Player 034,Team 007,Player 046,Team 015,3,0,Home
6,4,Player 046,Team 015,Player 034,Team 007,0,3,Away
6,4,Player 034,Team 007,Player 056,Team 015,3,0,Home
6,4,Player 056,Team 015,Player 034,Team 007,0,3,Away
6,4,Player 093,Team 007,Player 048,Team 015,0,3,Home
6,4,Player 048,Team 015,Player 093,Team 007,3,0,Away
6,4,Player 093,Team 007,Player 056,Team 015,3,1,Home
6,4,Player 056,Team 015,Player 093,Team 007,1,3,Away
6,4,Player 088,Team 007,Player 047,Team 015,0,3,Home
6,4,Player 047,Team 015,Player 088,Team 007,3,0,Away
6,4,Player 088,Team 007,Player 046,Team 015,0,3,Home
6,4,Player 046,Team 015,Player 088,Team 007,3,0,Away
6,5,Player 079,Team 009,Player 007,Team 001,0,3,Home
6,5,Player 007,Team 001,Player 079,Team 009,3,0,Away
6,5,Player 079,Team 009,Player 100,Team 001,0,3,Home
6,5,Player 100,Team 001,Player 079,Team 009,3,0,Away
6,5,Player 079,Team 009,Player 069,Team 001,0,3,Home
6,5,Player 069,Team 001,Player 079,Team 009,3,0,Away
6,5,Player 079,Team 009,Player 013,Team 001,1,3,Home
6,5,Player 013,Team 001,Player 079,Team 009,3,1,Away
6,5,Player 029,Team 009,Player 007,Team 001,0,3,Home
6,5,Player 007,Team 001,Player 029,Team 009,3,0,Away
6,5,Player 029,Team 009,Player 100,Team 001,0,3,Home
6,5,Player 100,Team 001,Player 029,Team 009,3,0,Away
6,5,Player 029,Team 009,Player 069,Team 001,0,3,Home
6,5,Player 069,Team 001,Player 029,Team 009,3,0,Away
6,5,Player 029,Team 009,Player 013,Team 001,0,3,Home
6,5,Player 013,Team 001,Player 029,Team 009,3,0,Away
6,5,Player 080,Team 009,Player 007,Team 001,0,3,Home
6,5,Player 007,Team 001,Player 080,Team 009,3,0,Away
6,5,Player 080,Team 009,Player 100,Team 001,0,3,Home
6,5,Player 100,Team 001,Player 080,Team 009,3,0,Away
6,5,Player 080,Team 009,Player 069,Team 001,0,3,Home
6,5,Player 069,Team 001,Player 080,Team 009,3,0,Away
6,5,Player 080,Team 009,Player 013,Team 001,0,3,Home
6,5,Player 013,Team 001,Player 080,Team 009,3,0,Away
6,5,Player 068,Team 009,Player 007,Team 001,0,3,Home
6,5,Player 007,Team 001,Player 068,Team 009,3,0,Away
6,5,Player 068,Team 009,Player 100,Team 001,1,3,Home
6,5,Player 100,Team 001,Player 068,Team 009,3,1,Away
6,5,Player 068,Team 009,Player 069,Team 001,0,3,Home
6,5,Player 069,Team 001,Player 068,Team 009,3,0,Away
6,5,Player 068,Team 009,Player 013,Team 001,1,3,Home
6,5,Player 013,Team 001,Player 068,Team 009,3,1,Away
6,6,Player 110,Team 005,Player 032,Team 006,0,3,Home
6,6,Player 032,Team 006,Player 110,Team 005,3,0,Away
6,6,Player 110,Team 005,Player 102,Team 006,0,3,Home
6,6,Player 102,Team 006,Player 110,Team 005,3,0,Away
6,6,Player 061,Team 005,Player 032,Team 006,0,3,Home
6,6,Player 032,Team 006,Player 061,Team 005,3,0,Away
6,6,Player 061,Team 005,Player 102,Team 006,0,3,Home
6,6,Player 102,Team 006,Player 061,Team 005,3,0,Away
6,6,Player 061,Team 005,Player 010,Team 006,0,3,Home
6,6,Player 010,Team 006,Player 061,Team 005,3,0,Away
6,6,Player 061,Team 005,Player 073,Team 006,2,3,Home
6,6,Player 073,Team 006,Player 061,Team 005,3,2,Away
6,6,Player 012,Team 005,Player 032,Team 006,3,1,Home
6,6,Player 032,Team 006,Player 012,Team 005,1,3,Away
6,6,Player 012,Team 005,Player 102,Team 006,3,1,Home
6,6,Player 102,Team 006,Player 012,Team 005,1,3,Away
6,6,Player 012,Team 005,Player 010,Team 006,2,3,Home
6,6,Player 010,Team 006,Player 012,Team 005,3,2,Away
6,6,Player 012,Team 005,Player 073,Team 006,3,0,Home
6,6,Player 073,Team 006,Player 012,Team 005,0,3,Away
6,6,Player 006,Team 005,Player 032,Team 006,3,0,Home
6,6,Player 032,Team 006,Player 006,Team 005,0,3,Away
6,6,Player 006,Team 005,Player 102,Team 006,3,1,Home
6,6,Player 102,Team 006,Player 006,Team 005,1,3,Away
6,6,Player 006,Team 005,Player 010,Team 006,3,1,Home
6,6,Player 010,Team 006,Player 006,Team 005,1,3,Away
6,6,Player 006,Team 005,Player 073,Team 006,3,0,Home
6,6,Player 073,Team 006,Player 006,Team 005,0,3,Away
6,6,Player 038,Team 005,Player 010,Team 006,0,3,Home
6,6,Player 010,Team 006,Player 038,Team 005,3,0,Away
6,6,Player 038,Team 005,Player 073,Team 006,1,3,Home
6,6,Player 073,Team 006,Player 038,Team 005,3,1,Away
6,7,Player 085,Team 016,Player 031,Team 014,1,3,Home
6,7,Player 031,Team 014,Player 085,Team 016,3,1,Away
6,7,Player 085,Team 016,Player 044,Team 014,1,3,Home
6,7,Player 044,Team 014,Player 085,Team 016,3,1,Away
6,7,Player 085,Team 016,Player 084,Team 014,0,3,Home
6,7,Player 084,Team 014,Player 085,Team 016,3,0,Away
6,7,Player 085,Team 016,Player 071,Team 014,0,3,Home
6,7,Player 071,Team 014,Player 085,Team 016,3,0,Away
6,7,Player 087,Team 016,Player 031,Team 014,2,3,Home
6,7,Player 031,Team 014,Player 087,Team 016,3,2,Away
6,7,Player 087,Team 016,Player 044,Team 014,1,3,Home
6,7,Player 044,Team 014,Player 087,Team 016,3,1,Away
6,7,Player 087,Team 016,Player 084,Team 014,2,3,Home
6,7,Player 084,Team 014,Player 087,Team 016,3,2,Away
6,7,Player 087,Team 016,Player 071,Team 014,1,3,Home
6,7,Player 071,Team 014,Player 087,Team 016,3,1,Away
6,7,Player 105,Team 016,Player 031,Team 014,0,3,Home
6,7,Player 031,Team 014,Player 105,Team 016,3,0,Away
6,7,Player 105,Team 016,Player 044,Team 014,0,3,Home
6,7,Player 044,Team 014,Player 105,Team 016,3,0,Away
6,7,Player 105,Team 016,Player 084,Team 014,2,3,Home
6,7,Player 084,Team 014,Player 105,Team 016,3,2,Away
6,7,Player 105,Team 016,Player 071,Team 014,1,3,Home
6,7,Player 071,Team 014,Player 105,Team 016,3,1,Away
6,7,Player 059,Team 016,Player 031,Team 014,1,3,Home
6,7,Player 031,Team 014,Player 059,Team 016,3,1,Away
6,7,Player 059,Team 016,Player 044,Team 014,2,3,Home
6,7,Player 044,Team 014,Player 059,Team 016,3,2,Away
6,7,Player 059,Team 016,Player 084,Team 014,2,3,Home
6,7,Player 084,Team 014,Player 059,Team 016,3,2,Away
6,7,Player 059,Team 016,Player 071,Team 014,0,3,Home
6,7,Player 071,Team 014,Player 059,Team 016,3,0,Away
6,8,Player 029,Team 013,Player 028,Team 012,1,3,Home
6,8,Player 028,Team 012,Player 029,Team 013,3,1,Away
6,8,Player 029,Team 013,Player 039,Team 012,3,1,Home
6,8,Player 039,Team 012,Player 029,Team 013,1,3,Away
6,8,Player 029,Team 013,Player 109,Team 012,3,1,Home
6,8,Player 109,Team 012,Player 029,Team 013,1,3,Away
6,8,Player 029,Team 013,Player 083,Team 012,3,1,Home
6,8,Player 083,Team 012,Player 029,Team 013,1,3,Away
6,8,Player 052,Team 013,Player 028,Team 012,1,3,Home
6,8,Player 028,Team 012,Player 052,Team 013,3,1,Away
6,8,Player 052,Team 013,Player 039,Team 012,3,2,Home
6,8,Player 039,Team 012,Player 052,Team 013,2,3,Away
6,8,Player 052,Team 013,Player 109,Team 012,3,0,Home
6,8,Player 109,Team 012,Player 052,Team 013,0,3,Away
6,8,Player 052,Team 013,Player 083,Team 012,3,1,Home
6,8,Player 083,Team 012,Player 052,Team 013,1,3,Away
6,8,Player 051,Team 013,Player 028,Team 012,0,3,Home
6,8,Player 028,Team 012,Player 051,Team 013,3,0,Away
6,8,Player 051,Team 013,Player 039,Team 012,0,3,Home
6,8,Player 039,Team 012,Player 051,Team 013,3,0,Away
6,8,Player 051,Team 013,Player 109,Team 012,0,3,Home
6,8,Player 109,Team 012,Player 051,Team 013,3,0,Away
6,8,Player 051,Team 013,Player 083,Team 012,0,3,Home
6,8,Player 083,Team 012,Player 051,Team 013,3,0,Away
6,8,(játék nélkül),Team 013,Player 028,Team 012,0,3,Home
6,8,Player 028,Team 012,(játék nélkül),Team 013,3,0,Away
6,8,(játék nélkül),Team 013,Player 039,Team 012,0,3,Home
6,8,Player 039,Team 012,(játék nélkül),Team 013,3,0,Away
6,8,(játék nélkül),Team 013,Player 109,Team 012,0,3,Home
6,8,Player 109,Team 012,(játék nélkül),Team 013,3,0,Away
6,8,(játék nélkül),Team 013,Player 083,Team 012,0,3,Home
6,8,Player 083,Team 012,(játék nélkül),Team 013,3,0,Away
7,1,Player 103,Team 010,Player 057,Team 016,0,3,Home
7,1,Player 057,Team 016,Player 103,Team 010,3,0,Away
7,1,Player 103,Team 010,Player 085,Team 016,3,2,Home
7,1,Player 085,Team 016,Player 103,Team 010,2,3,Away
7,1,Player 103,Team 010,Player 086,Team 016,3,1,Home
7,1,Player 086,Team 016,Player 103,Team 010,1,3,Away
7,1,Player 103,Team 010,Player 087,Team 016,0,3,Home
7,1,Player 087,Team 016,Player 103,Team 010,3,0,Away
7,1,Player 064,Team 010,Player 057,Team 016,0,3,Home
7,1,Player 057,Team 016,Player 064,Team 010,3,0,Away
7,1,Player 064,Team 010,Player 085,Team 016,1,3,Home
7,1,Player 085,Team 016,Player 064,Team 010,3,1,Away
7,1,Player 064,Team 010,Player 086,Team 016,1,3,Home
7,1,Player 086,Team 016,Player 064,Team 010,3,1,Away
7,1,Player 064,Team 010,Player 087,Team 016,2,3,Home
7,1,Player 087,Team 016,Player 064,Team 010,3,2,Away
7,1,Player 020,Team 010,Player 057,Team 016,3,1,Home
7,1,Player 057,Team 016,Player 020,Team 010,1,3,Away
7,1,Player 020,Team 010,Player 085,Team 016,3,1,Home
7,1,Player 085,Team 016,Player 020,Team 010,1,3,Away
7,1,Player 020,Team 010,Player 086,Team 016,3,0,Home
7,1,Player 086,Team 016,Player 020,Team 010,0,3,Away
7,1,Player 020,Team 010,Player 087,Team 016,3,0,Home
7,1,Player 087,Team 016,Player 020,Team 010,0,3,Away
7,1,Player 024,Team 010,Player 057,Team 016,3,2,Home
7,1,Player 057,Team 016,Player 024,Team 010,2,3,Away
7,1,Player 024,Team 010,Player 085,Team 016,3,0,Home
7,1,Player 085,Team 016,Player 024,Team 010,0,3,Away
7,1,Player 024,Team 010,Player 086,Team 016,3,0,Home
7,1,Player 086,Team 016,Player 024,Team 010,0,3,Away
7,1,Player 024,Team 010,Player 087,Team 016,3,0,Home
7,1,Player 087,Team 016,Player 024,Team 010,0,3,Away
7,2,Player 076,Team 001,Player 002,Team 002,1,3,Home
7,2,Player 002,Team 002,Player 076,Team 001,3,1,Away
7,2,Player 076,Team 001,Player 074,Team 002,3,0,Home
7,2,Player 074,Team 002,Player 076,Team 001,0,3,Away
7,2,Player 076,Team 001,Player 053,Team 002,3,0,Home
7,2,Player 053,Team 002,Player 076,Team 001,0,3,Away
7,2,Player 076,Team 001,Player 099,Team 002,3,0,Home
7,2,Player 099,Team 002,Player 076,Team 001,0,3,Away
7,2,Player 107,Team 001,Player 002,Team 002,0,3,Home
7,2,Player 002,Team 002,Player 107,Team 001,3,0,Away
7,2,Player 107,Team 001,Player 074,Team 002,1,3,Home
7,2,Player 074,Team 002,Player 107,Team 001,3,1,Away
7,2,Player 107,Team 001,Player 053,Team 002,3,0,Home
7,2,Player 053,Team 002,Player 107,Team 001,0,3,Away
7,2,Player 107,Team 001,Player 099,Team 002,3,2,Home
7,2,Player 099,Team 002,Player 107,Team 001,2,3,Away
7,2,Player 101,Team 001,Player 002,Team 002,0,3,Home
7,2,Player 002,Team 002,Player 101,Team 001,3,0,Away
7,2,Player 101,Team 001,Player 074,Team 002,3,1,Home
7,2,Player 074,Team 002,Player 101,Team 001,1,3,Away
7,2,Player 101,Team 001,Player 053,Team 002,3,0,Home
7,2,Player 053,Team 002,Player 101,Team 001,0,3,Away
7,2,Player 101,Team 001,Player 099,Team 002,3,0,Home
7,2,Player 099,Team 002,Player 101,Team 001,0,3,Away
7,2,Player 050,Team 001,Player 002,Team 002,0,3,Home
7,2,Player 002,Team 002,Player 050,Team 001,3,0,Away
7,2,Player 050,Team 001,Player 074,Team 002,3,0,Home
7,2,Player 074,Team 002,Player 050,Team 001,0,3,Away
7,2,Player 050,Team 001,Player 053,Team 002,3,1,Home
7,2,Player 053,Team 002,Player 050,Team 001,1,3,Away
7,2,Player 050,Team 001,Player 099,Team 002,3,0,Home
7,2,Player 099,Team 002,Player 050,Team 001,0,3,Away
7,3,Player 017,Team 004,Player 014,Team 007,3,2,Home
7,3,Player 014,Team 007,Player 017,Team 004,2,3,Away
7,3,Player 017,Team 004,Player 034,Team 007,3,0,Home
7,3,Player 034,Team 007,Player 017,Team 004,0,3,Away
7,3,Player 017,Team 004,Player 026,Team 007,3,0,Home
7,3,Player 026,Team 007,Player 017,Team 004,0,3,Away
7,3,Player 017,Team 004,Player 088,Team 007,3,0,Home
7,3,Player 088,Team 007,Player 017,Team 004,0,3,Away
7,3,Player 018,Team 004,Player 014,Team 007,0,3,Home
7,3,Player 014,Team 007,Player 018,Team 004,3,0,Away
7,3,Player 018,Team 004,Player 034,Team 007,2,3,Home
7,3,Player 034,Team 007,Player 018,Team 004,3,2,Away
7,3,Player 018,Team 004,Player 026,Team 007,0,3,Home
7,3,Player 026,Team 007,Player 018,Team 004,3,0,Away
7,3,Player 018,Team 004,Player 088,Team 007,3,0,Home
7,3,Player 088,Team 007,Player 018,Team 004,0,3,Away
7,3,Player 075,Team 004,Player 014,Team 007,0,3,Home
7,3,Player 014,Team 007,Player 075,Team 004,3,0,Away
7,3,Player 075,Team 004,Player 034,Team 007,2,3,Home
7,3,Player 034,Team 007,Player 075,Team 004,3,2,Away
7,3,Player 075,Team 004,Player 026,Team 007,1,3,Home
7,3,Player 026,Team 007,Player 075,Team 004,3,1,Away
7,3,Player 075,Team 004,Player 049,Team 007,3,2,Home
7,3,Player 049,Team 007,Player 075,Team 004,2,3,Away
7,3,Player 009,Team 004,Player 014,Team 007,1,3,Home
7,3,Player 014,Team 007,Player 009,Team 004,3,1,Away
7,3,Player 009,Team 004,Player 034,Team 007,3,0,Home
7,3,Player 034,Team 007,Player 009,Team 004,0,3,Away
7,3,Player 009,Team 004,Player 026,Team 007,3,1,Home
7,3,Player 026,Team 007,Player 009,Team 004,1,3,Away
7,3,Player 009,Team 004,Player 049,Team 007,3,0,Home
7,3,Player 049,Team 007,Player 009,Team 004,0,3,Away
7,4,Player 109,Team 012,Player 079,Team 009,0,3,Home
7,4,Player 079,Team 009,Player 109,Team 012,3,0,Away
7,4,Player 025,Team 012,Player 079,Team 009,3,0,Home
7,4,Player 079,Team 009,Player 025,Team 012,0,3,Away
7,4,Player 025,Team 012,Player 068,Team 009,0,3,Home
7,4,Player 068,Team 009,Player 025,Team 012,3,0,Away
7,4,Player 025,Team 012,Player 045,Team 009,3,0,Home
7,4,Player 045,Team 009,Player 025,Team 012,0,3,Away
7,4,Player 025,Team 012,Player 027,Team 009,3,0,Home
7,4,Player 027,Team 009,Player 025,Team 012,0,3,Away
7,4,Player 039,Team 012,Player 079,Team 009,3,1,Home
7,4,Player 079,Team 009,Player 039,Team 012,1,3,Away
7,4,Player 039,Team 012,Player 068,Team 009,0,3,Home
7,4,Player 068,Team 009,Player 039,Team 012,3,0,Away
7,4,Player 039,Team 012,Player 045,Team 009,3,0,Home
7,4,Player 045,Team 009,Player 039,Team 012,0,3,Away
7,4,Player 039,Team 012,Player 019,Team 009,0,3,Home
7,4,Player 019,Team 009,Player 039,Team 012,3,0,Away
7,4,Player 028,Team 012,Player 079,Team 009,3,0,Home
7,4,Player 079,Team 009,Player 028,Team 012,0,3,Away
7,4,Player 028,Team 012,Player 068,Team 009,1,3,Home
7,4,Player 068,Team 009,Player 028,Team 012,3,1,Away
7,4,Player 028,Team 012,Player 045,Team 009,3,0,Home
7,4,Player 045,Team 009,Player 028,Team 012,0,3,Away
7,4,Player 028,Team 012,Player 019,Team 009,3,2,Home
7,4,Player 019,Team 009,Player 028,Team 012,2,3,Away
7,4,Player 083,Team 012,Player 068,Team 009,1,3,Home
7,4,Player 068,Team 009,Player 083,Team 012,3,1,Away
7,4,Player 083,Team 012,Player 045,Team 009,3,0,Home
7,4,Player 045,Team 009,Player 083,Team 012,0,3,Away
7,4,Player 083,Team 012,Player 027,Team 009,3,1,Home
7,4,Player 027,Team 009,Player 083,Team 012,1,3,Away
7,5,Player 032,Team 006,Player 052,Team 013,3,2,Home
7,5,Player 052,Team 013,Player 032,Team 006,2,3,Away
7,5,Player 032,Team 006,Player 051,Team 013,3,1,Home
7,5,Player 051,Team 013,Player 032,Team 006,1,3,Away
7,5,Player 032,Team 006,Player 029,Team 013,0,3,Home
7,5,Player 029,Team 013,Player 032,Team 006,3,0,Away
7,5,Player 032,Team 006,(játék nélkül),Team 013,3,0,Home
7,5,(játék nélkül),Team 013,Player 032,Team 006,0,3,Away
7,5,Player 010,Team 006,Player 052,Team 013,3,0,Home
7,5,Player 052,Team 013,Player 010,Team 006,0,3,Away
7,5,Player 010,Team 006,Player 051,Team 013,3,0,Home
7,5,Player 051,Team 013,Player 010,Team 006,0,3,Away
7,5,Player 010,Team 006,Player 029,Team 013,2,3,Home
7,5,Player 029,Team 013,Player 010,Team 006,3,2,Away
7,5,Player 010,Team 006,(játék nélkül),Team 013,3,0,Home
7,5,(játék nélkül),Team 013,Player 010,Team 006,0,3,Away
7,5,Player 102,Team 006,Player 052,Team 013,1,3,Home
7,5,Player 052,Team 013,Player 102,Team 006,3,1,Away
7,5,Player 102,Team 006,Player 051,Team 013,3,0,Home
7,5,Player 051,Team 013,Player 102,Team 006,0,3,Away
7,5,Player 102,Team 006,Player 029,Team 013,0,3,Home
7,5,Player 029,Team 013,Player 102,Team 006,3,0,Away
7,5,Player 102,Team 006,(játék nélkül),Team 013,3,0,Home
7,5,(játék nélkül),Team 013,Player 102,Team 006,0,3,Away
7,5,Player 073,Team 006,Player 052,Team 013,3,2,Home
7,5,Player 052,Team 013,Player 073,Team 006,2,3,Away
7,5,Player 073,Team 006,Player 051,Team 013,3,0,Home
7,5,Player 051,Team 013,Player 073,Team 006,0,3,Away
7,5,Player 073,Team 006,Player 029,Team 013,1,3,Home
7,5,Player 029,Team 013,Player 073,Team 006,3,1,Away
7,5,Player 073,Team 006,(játék nélkül),Team 013,3,0,Home
7,5,(játék nélkül),Team 013,Player 073,Team 006,0,3,Away
7,6,Player 035,Team 008,Player 008,Team 003,1,3,Home
7,6,Player 008,Team 003,Player 035,Team 008,3,1,Away
7,6,Player 035,Team 008,Player 067,Team 003,0,3,Home
7,6,Player 067,Team 003,Player 035,Team 008,3,0,Away
7,6,Player 035,Team 008,Player 003,Team 003,3,1,Home
7,6,Player 003,Team 003,Player 035,Team 008,1,3,Away
7,6,Player 035,Team 008,Player 125,Team 003,0,3,Home
7,6,Player 125,Team 003,Player 035,Team 008,3,0,Away
